Unnamed: 0,Title,Duration,level,lien,description,formateur,Certification,Date,image_source,price,cost_co,cost_year,duration
1030,Automation of End of Line Quality Control,7 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/17150,"Damian Heimel talks about Deevio, a start-up in the field of automated quality control, especially for pharmaceutical industry.", ,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,33,0.47g of CO2,56.08kg of CO2,1
1031,NetDev 0x13 on Software Gone Wild [inSpace],52 minutes,Level : Intermediate,https://www.my-mooc.com/en/resource/start/15471,"he last Software Gone Wild podcast recorded in 2019 focused on advances in Linux networking - in particular on interesting stuff presented at NetDev 0x13 conference in Prague. The guests (in alphabetical first name order) Jamal Hadi Salim, Shrijeet Mukherjee, Sowmini Varadhan, and Tom Herbert shared their favorite topics, and commented on the future of Linux networking.", ,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,19,0.47g of CO2,56.08kg of CO2,1
1032,E3 series Tutorial lesson 2,1 minute,Level : Introductory,https://www.my-mooc.com/en/resource/start/15025,Découvrez une série de tutoriel pour le logiciel E3 series !,Youtube,Fee-based certification,"Published on Feb 24, 2013",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,43,0.47g of CO2,56.08kg of CO2,1
1033,INCA-SIP: Display and calibrate MATLAB® workspace variables in INCA,1 minute,Level : Introductory,https://www.my-mooc.com/en/resource/start/15014,This video describes the activation of the workspace variables of a Simulink® Model. The corresponding workspace variables can afterwards be measured and calibrated in INCA along with normal Simulink® Model variables. ,Youtube,Fee-based certification,"Published on Jun 27, 2019",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,28,0.47g of CO2,56.08kg of CO2,1
1034,Microsoft Dynamics AX 2012 - Product Data Management,8 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/14955,A description of the product management functionality in Microsoft Dynamics AX 2012 and how users in a manufacturing business might use it. ,Youtube,Fee-based certification,"Published on Oct 27, 2011",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,26,0.47g of CO2,56.08kg of CO2,1
1035,Microsoft Dynamics AX - Tips And Techniques Tutorial,3 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/14952,This 'Tips & Techniques' tutorial is provided by Optimum.,Youtube,Fee-based certification,"Published on Jun 6, 2014",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,22,0.47g of CO2,56.08kg of CO2,1
1036,Microsoft Dynamics AX - Getting Started With Dynamics AX Tutorial,4 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/14951,This 'Getting Started with Dynamics AX' tutorial is provided by Optimum ,Youtube,Fee-based certification,"Published on Jun 6, 2014",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,54,0.47g of CO2,56.08kg of CO2,1
1037,Microsoft Access 2016 Tutorial for the Workplace and Students: Part 2 of 2,67 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/14945,"This is part 2 of the comprehensive Microsoft Access 2016 tutorial focusing in-depth on forms, queries and reports in a database. ",Youtube,Fee-based certification,"Published on Dec 6, 2017",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,48,0.47g of CO2,56.08kg of CO2,1
1038,Microsoft Access 2016 Tutorial: A Comprehensive Guide to Access - Part 1 of 2,71 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/14944,This is part 1 of 2 of the Microsoft Access 2016 tutorial. The tutorial starts with the very basics and continues to the more advanced features on properly understanding how design and use an Access database.,Youtube,Fee-based certification,"Published on Mar 4, 2017",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,34,0.47g of CO2,56.08kg of CO2,1
1039,Microsoft OneNote Tutorial,25 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/14937,"Need to learn Microsoft OneNote? We've got you covered! This tutorial will teach you everything you need to know about OneNote in less than 30 minutes. Why do we love OneNote? There's a list of reasons. It's simple to use, FREE, and works on basically everything whether you're on a Mac, Windows PC, Android phone/tablet, iPhone/iPad, etc. So while you may notice some slight graphical changes depending on what device you're using OneNote on, basically everything should be the same. We'll show you in this tutorial how to create notebooks and organize your information into section groups, sections, pages, and sub pages. We'll also go over using the OneNote Web Clipper to allow you to pull data from web pages. WE'VE GOT LINKS!!!!! WONDERFUL LINKS!!!!!! GLORIOUS LINKS!!! OneNote Web Clipper: http://onenote.com/clipper Need to upgrade your storage beyond 5gb?: https://onedrive.live.com/about/en-us/plans/ We Love Hearing From You! Tech Talk America Attn: David A. Cox PO BOX 1566 Provincetown, MA 02657 ️Please help support Tech Talk America on Venmo Any contribution is greatly appreciated! http://venmo.com/techtalkamerica Do You... Need help navigating your Mac? Need help learning Final Cut Pro or iMovie? Need help removing Malware from your Mac? Need help Organizing your Photos? IF YOU ANSWERED YES to any of these questions; I'd Love To Work With You!!! Book A Remote Private Lesson with David: http://techtalkamerica.com/privatelessons Social Media Links: YouTube: http://youtube.com/techtalkamerica Facebook: http://facebook.com/techtalkamerica2 Instagram: http://instagram.com/techtalkamerica Website: http://TechTalkAmerica.com Tech Talk America is filmed and produced in Provincetown, Massachusetts.",Youtube,Fee-based certification,"Published on Oct 6, 2017",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,34,0.47g of CO2,56.08kg of CO2,1
1040,"MSC Nastran, Patran Tutorial - Patran Home Tab Tools Overview",9 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/14881,This video gives an overview of Patran's Home Tab Tools. ,Youtube,Fee-based certification,"Published on Nov 21, 2012",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,12,0.47g of CO2,56.08kg of CO2,1
1041,PRO/II Unit Operations – Shortcut Distillation Column Part 1,4 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/14837,"Screencast demonstrating the use of PRO/II process simulation software – using the shortcut distillation column unit operation with the specification and calculation of only basic information. This model solves the basic material and energy balances for the column and uses the Fenske method to determine minimum number of equilibrium stages required for the column operated under total reflux i.e. infinite reflux ratio. Presented by Dr Daniel Belton, Senior Lecturer, University of Huddersfield.",Youtube,Fee-based certification,"Published on May 28, 2015",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,18,0.47g of CO2,56.08kg of CO2,1
1042,Prerequisites for a good pinch analysis with Simulis Pinch,3 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/14834,"For a good study, the pinch methodology requires prerequisites. For more information: www.prosim.net Contact ProSim to evaluate Simulis Pinch or ask questions: http://www.prosim.net/en/contact.php Follow us Linkedin: https://www.linkedin.com/company/prosim/ Twitter: https://twitter.com/ProSim_Software",Youtube,Fee-based certification,"Published on Mar 16, 2017",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,21,0.47g of CO2,56.08kg of CO2,1
1043,Tableau in Two Minutes - Tableau Basics for Beginners,23 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/14103,"In this longer-format training video, we walk through everything you need to build your first dashboard, from connecting to data, building a viz, adding it to a dashboard, using filters, and putting together your first dashboard actions. This tutorial is designed to help build a foundation for novice/beginner users before they move on to some of the more advanced videos we have on various Tableau features and techniques.",Youtube,Fee-based certification,"Published on Sep 17, 2018",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,29,0.47g of CO2,56.08kg of CO2,1
1044,Kafka Producers Explained,4 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/13326,Learn how the data gets into Apache Kafka! Understand how Producers work and how to use them! ,Youtube,Fee-based certification,"Published on Jul 30, 2017",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,16,0.47g of CO2,56.08kg of CO2,1
1045,Kafka Brokers and Data Replication Explained,6 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/13325,"Understand what are Kafka Cluster servers, called Brokers! Learn how Brokers work, how powerful they are and what you can do with them! ",Youtube,Fee-based certification,"Published on Jul 30, 2017",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,37,0.47g of CO2,56.08kg of CO2,1
1046,Kafka Topics and Partitions,4 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/13324,"Understand Topics, particular streams of data, and Partitions, parts of the Topics! Learn how they work! ",Youtube,Fee-based certification,"Published on Apr 9, 2017",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,23,0.47g of CO2,56.08kg of CO2,1
1047,"AI, robotics, and automation: Put humans in the loop",5 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/13315,"As AI and other advanced technologies permeate the workplace, skills such as critical thinking, creativity, and problem-solving gain in importance. Leading companies are recognizing that these technologies are most effective when they complement humans, not replace them.", ,Fee-based certification,"Published on Mar 28, 2018",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,52,0.47g of CO2,56.08kg of CO2,1
1048,What is Robotic Process Automation (RPA) | RPA Tutorial for Beginners | RPA Training,33 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/13314,"This tutorial on ""What is Robotic Process Automation (RPA)"" will give you an introduction to RPA. You will also learn about the leading RPA tools such as UiPath, BluePrism and Automation Anywhere. Towards the end, there is a demo on RPA using UiPath. Below are the topics covered in this tutorial:Gist about Demo, Why RPA?, What is RPA?, RPA Tools, UiPath Components and Hands-On. ",Youtube,Fee-based certification,"Published on Sep 29, 2017",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,10,0.47g of CO2,56.08kg of CO2,1
1049,The opportunities in enterprise RPA,5 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/13313,"Robotic process automation is the fastest-growing segment of the global enterprise software market, but it's still frequently misunderstood.", ,Fee-based certification,"Published on Jul 28, 2019",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,53,0.47g of CO2,56.08kg of CO2,1
1050,"If you haven’t been impressed by RPA yet, look again",4 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/13312,"At UIPath's annual conference today, we saw a reinvention of robotic process automation underway. And the new possibilities are exciting.", ,Fee-based certification,"Published on Oct 17, 2019",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,32,0.47g of CO2,56.08kg of CO2,1
1051,Building Smarter Software Robots with Robotic Process Automation & Google Cloud AI,43 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/13310,"Business Process Automation is driving seismic business change across the workplace with both routine and non-routine based tasks already being transformed by automation. To keep pace with this, Robotic Process Automation vendors are partnering with Google Cloud to drive a shift from rule based decision-making automation to a more advanced judgment and self learning-based intelligent automation. This evolution means more intelligent, digital workers with new skills that include knowledge and insight, planning and sequencing, visual perception, collaboration, learning and problem solving. In this session, we'll showcase how top RPA partners UiPath and Automation Anywhere have equipped their bots with the best of Google Cloud technologies from GSuite to Google Cloud AI to increase the capabilities of these automated implementations. ",Youtube,Fee-based certification,"Published on Apr 12, 2019",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,53,0.47g of CO2,56.08kg of CO2,1
1052,Massive Online Analytics for the Internet of Things – Prof. Albert Bifet,28 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/13237,"Big Data and the Internet of Things (IoT) have the potential to fundamentally shift the way we interact with our surroundings. The challenge of deriving insights from the Internet of Things (IoT) has been recognized as one of the most exciting and key opportunities for both academia and industry. Advanced analysis of big data streams from sensors and devices is bound to become a key area of data mining research as the number of applications requiring such processing increases. Dealing with the evolution over time of such data streams, i.e., with concepts that drift or change completely, is one of the core issues in stream mining. In this talk, I will present an overview of data stream mining, and I will introduce some popular open source tools for data stream mining.",Youtube,Fee-based certification,"Published on Aug 21, 2018",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,25,0.47g of CO2,56.08kg of CO2,1
1053,Massive Online Analytics part 2,72 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/13236,This tutorial is a basic introduction to MOA. Massive Online Analysis (MOA) is a software environment for implementing algorithms and running experiments for online learning from evolving data streams. ,Youtube,Fee-based certification,"Published on Nov 14, 2017",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,32,0.47g of CO2,56.08kg of CO2,1
1054,Massive Online Analytics part 1,112 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/13235,"Author: Albert Bifet, Telecom ParisTech Bernhard Pfahringer, Computer Science Department, University of Waikato Abstract: This tutorial is a basic introduction to MOA. Massive Online Analysis (MOA) is a software environment for implementing algorithms and running experiments for online learning from evolving data streams. ",Youtube,Fee-based certification,"Published on Nov 14, 2017",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,12,0.47g of CO2,56.08kg of CO2,2
1055,Will automation take away all our jobs?,18 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/12787,"Here's a paradox you don't hear much about: despite a century of creating machines to do our work for us, the proportion of adults in the US with a job has consistently gone up for the past 125 years. Why hasn't human labor become redundant and our skills obsolete? In this talk about the future of work, economist David Autor addresses the question of why there are still so many jobs and comes up with a surprising, hopeful answer. TEDTalks is a daily video podcast of the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and much more. ",TEDx Talk,Fee-based certification,"Published on Feb 6, 2017",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/e9826b25d0e8d30aff3595f702cdb670f2302a2c.png,44,0.47g of CO2,56.08kg of CO2,1
1056,How the Blockchain revolution will change our lives?,17 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/12773,"Have you heard about the term “ledger” (an accounting term)? It’s all but a new concept; however technology is, once again, delivering beyond our expectations. Blockchain, cryptocurrencies and a whole new sets of ideas are reshaping the world around us...even the ledger. In his talk Eddy Travia help us to understand a bit better the implications of this new approach. Eddy is a pioneer investor and educator in blockchain technologies and the CEO of Coinsilium, the first blockchain investment firm to join a recognized stock exchange via an IPO. In June 2013 he conceived and led the world’s first virtual incubator of digital currency startups and was later recognized as one of the top 3 Most Influential Investors in the industry. An early believer in the profound impact blockchain technologies will have on IT, businesses and society in general Eddy advises company leaders around the world on blockchain strategy. This talk was given at a TEDx event using the TED conference format but independently organized by a local community.",TEDx Talk,Fee-based certification,"Published on Oct 7, 2016",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/e9826b25d0e8d30aff3595f702cdb670f2302a2c.png,39,0.47g of CO2,56.08kg of CO2,1
1057,Harnessing automation for a future that works,7 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/12762,"Automation is happening, and it will bring substantial benefits to businesses and economies worldwide, but it won’t arrive overnight. A new McKinsey Global Institute report finds realizing automation’s full potential requires people and technology to work hand in hand.", ,Fee-based certification,"Published on Jan 23, 2017",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/e9826b25d0e8d30aff3595f702cdb670f2302a2c.png,30,0.47g of CO2,56.08kg of CO2,1
1058,"How will automation affect jobs, skills, and wages?",10 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/12761,"As the nature of work changes with automation, millions of people may need to switch occupations and acquire new skills.", ,Fee-based certification,"Published on Mar 29, 2018",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/e9826b25d0e8d30aff3595f702cdb670f2302a2c.png,43,0.47g of CO2,56.08kg of CO2,1
1059,Finance After Blockchain,13 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/12757,"A documentary about the potential impact of blockchain (or “distributed ledger”) technology on financial services: what blockchain is, how it creates value, where it's being applied, the roadblocks it faces on its way to wider adoption, and its possible futures. ",Youtube,Fee-based certification,"Published on Feb 1, 2017",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,34,0.47g of CO2,56.08kg of CO2,1
1060,How Blockchain could change finance,3 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/12756,Financial News explains the technology behind blockchain and its potential pros and cons in the financial sector. Animation: Peter Walker Narration: Emily Allen,Youtube,Fee-based certification,"Published on Oct 1, 2015",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,50,0.47g of CO2,56.08kg of CO2,1
1061,How to Straighten Buildings with Grids in Photoshop,10 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/12382,"Today we show you how to get perfect perspective in Photoshop using Grids to help straighten buildings and architecture. Learn how to add custom Rulers, create custom Grids, and use Transform tools to adjust any horizontal and vertical edges in your photos!",Youtube,Fee-based certification,"Published on Jul 23, 2019",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,17,0.47g of CO2,56.08kg of CO2,1
1062,How Much of the World's Money is in Bitcoin?,5 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/12114,"Bitcoin, in particular, and cryptocurrencies more generally, are a hot topic right now. With all this talk of Bitcoin, you'd think it was everywhere; but how much of the world's money is actually in the form of this cryptocurrency? Earlier this week, howmuch.net released a graph visualizing the total amount of money in the world - roughly $84 trillion - in order to locate the Bitcoin economy in the context of the global economy. ", ,Fee-based certification,"Published on Jun 25, 2019",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,39,0.47g of CO2,56.08kg of CO2,1
1063,Why data culture matters,15 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/11735,"Organizational culture can accelerate the application of analytics, amplify its power, and steer companies away from risky outcomes. Here are seven principles that underpin a healthy data culture.", ,Fee-based certification,"Published on Sep 12, 2018",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,12,0.47g of CO2,56.08kg of CO2,1
1064,Digital industrial transformation,6 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/11699,"In a shifting market landscape with constant disruption, leveraging automation to optimize production is a challenge. Introducing a series of articles to help guide leaders through digital transformation in an Industry 4.0 age.", ,Fee-based certification,"Published on Jun 17, 2019",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,10,0.47g of CO2,56.08kg of CO2,1
1065,What Is Industry 4.0 and Smart Manufacturing?,3 minutes,Level : Introductory,No course link found,"n this video, learn about Industry  4.0, the fourth industrial revolution, and the technology that is fueling the shift to smart manufacturing.4 things you need to know about Industry 4.0:    ",Youtube,Fee-based certification,"Published on May 9, 2018",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,23,0.47g of CO2,56.08kg of CO2,1
1066,Top 10 Skype for Business Tips and Tricks,7 minutes,Level : Introductory,No course link found,Here is a list of the top 10 Skype for Business tips and tricks compiled over the past 2 years of using Skype in an enterprise environment. A few simple parameters to improve the functioning of your meetings and improve information sharing.,Youtube,Fee-based certification,"Published on Oct 29, 2017",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,24,0.47g of CO2,56.08kg of CO2,1
1067,Artificial intelligence: Construction technology’s next frontier,7 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/11426,"Engineering and construction is behind the curve in implementing artificial intelligence solutions. Based on extensive research, we survey applications and algorithms to help bridge the technology gap.", ,Fee-based certification,"Published on Apr 18, 2019",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,54,0.47g of CO2,56.08kg of CO2,1
1068,The Definitive Guide to Chatbots: These Bots Are Here to Serve.,7 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/11411,"No, they're not sci-fi robots. They're computer programs that interact with your customers and earn you sky-high approval ratings.", ,Fee-based certification,"Published on Apr 27, 2018",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,10,0.47g of CO2,56.08kg of CO2,1
1069,5 Ways The Travel Industry Is Changing In 2018,5 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/11410,"""It’s not uncommon for older generations to use a travel agent when arranging their next vacation. As quaint as this might sound, many young people tolerate grandparents or even parents who have proven themselves resistant to the last two decades of technological advancement, and still choose the slowest, yet most familiar way of planning their ...""", ,Fee-based certification,"Published on Jan 15, 2018",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,12,0.47g of CO2,56.08kg of CO2,1
1070,10 Data and Analytics Trends to Watch in 2019,5 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/11408,"To stay alive and thrive in an era of accelerating digital disruption, organizations are realizing that simply being “data-driven” won’t guarantee future success. In 2019, leaders are now being challenged to change their siloed, departmental analytics approach to data, put away all their “interesting” dashboards, and get down to defined business outcomes.", ,Fee-based certification,"Published on Jan 25, 2019",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,51,0.47g of CO2,56.08kg of CO2,1
1071,Trends in Big Data and Artificial Intelligence Data,4 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/11407,"The major trend observed across industry and the public sector is artificial intelligence (AI)/machine learning (ML) for automation. This, in turn, plays a major part in any digital transformation journey. The trend grew out of the Bay Area, providing a customer-centric view of data and often involved using data as part of the product or service. This consumer- or customer-centric model assumes data enrichment with data from multiple sources. However, fundamentally, it divides the data into two main areas. Real-time data and historic data. Pivotal, whose initial research forms the basis of this thinking, names this as “fast” data and “big” data.", ,Fee-based certification,"Published on Oct 18, 2018",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,18,0.47g of CO2,56.08kg of CO2,1
1072,6 common habits that put you at risk for identity theft,7 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/11250,"""Data breaches and hacks are often unavoidable, but security experts say there are some everyday habits that put consumers even more at risk"".", ,Fee-based certification,"Published on Aug 20, 2018",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,31,0.47g of CO2,56.08kg of CO2,1
1073,10 Ways Identity Thieves Can Get Your Information,6 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/11249,"""Identity theft is when someone fraudulently uses your personal information, such as your name, date of birth, Social Security number, and address, for their financial gain. These uses might include to obtain credit, get a loan, open a bank, or a credit card account or obtain an ...""", ,Fee-based certification,"Published on Jan 8, 2019",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,17,0.47g of CO2,56.08kg of CO2,1
1074,B2B Companies Create Innovative Sales Solutions Through Technology,5 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/11209,"According to a report released earlier this month, 90% of B2B merchants expect e-commerce sales to increase in 2018. The report, published by BigCommerce, an e-commerce platform, is the result of a March survey of 525 merchants.", ,Fee-based certification,"Published on Jul 23, 2018",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,49,0.47g of CO2,56.08kg of CO2,1
1075,How governments can harness the power of automation at scale,10 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/11154,"Process automation and technologies based on artificial intelligence can bring benefits across numerous functions of government.
 ", ,Fee-based certification,"Published on Feb 21, 2019",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,19,0.47g of CO2,56.08kg of CO2,1
1076,"When governments turn to AI: Algorithms, trade-offs, and trust",15 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/11153,"Artificial intelligence can help government agencies solve complex public-sector problems. For those that are new at it, here are five factors that can affect the benefits and risks.", ,Fee-based certification,"Published on Feb 20, 2019",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/06870242bcc48262a17fae046e7e5aaaf6a77510.png,22,0.47g of CO2,56.08kg of CO2,1
1077,Life in the digital now,12 minutes,Level : Introductory,No course link found,"Il y a un an, Abha Dawesar, dans la partie de Manhattan sans électricité à cause du passage de l'ouragan Sandy, squattait les prises de courant pour se connecter. En tant que romancière, elle a été frappée par cette métaphore : est-ce que nos vies sont maintenant obsédées par la pulsion d' être connecté numériquement, alors que nous passons à côté de tout ce qui est réel ?",TEDx Talk,Fee-based certification,"Published on Oct 30, 2013",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/e9826b25d0e8d30aff3595f702cdb670f2302a2c.png,36,0.47g of CO2,56.08kg of CO2,1
1078,Information Protection: Enterprise Mobility + Security,9 minutes,Level : Introductory,No course link found,"Learn about Microsoft's Enterprise Mobility + Security solution from (EMS) solution from Brad Anderson, Corporate Vice President of Enterprise Client & Mobility, and see the capabilities in action. Guide your users to keep corporate data protected as they work across personal and corporate files and applications. All through an experience that is loved by users and trusted by IT.",Microsoft,Fee-based certification,"Published on Mar 27, 2017",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/eb0fcd7375de6a6559a3ef1451656c1ca6728d2b.png,34,0.47g of CO2,56.08kg of CO2,1
1079,Learning Microsoft Enterprise Mobility Suite,4 minutes,Level : Introductory,No course link found,Learning Microsoft Enterprise Mobility Suite, ,Fee-based certification,"Published on Jan 19, 2018",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/eb0fcd7375de6a6559a3ef1451656c1ca6728d2b.png,44,0.47g of CO2,56.08kg of CO2,1
1080,What is Phishing?,2 minutes,Level : Introductory,https://www.my-mooc.com/en/resource/start/10868,"Phishing is a type of scam that attempts to gain personal information by pretending to be an official email from trusted source. Phishers can disguise themselves as banks, businesses, government agencies, and even your friends",Kaspersky Lab,Fee-based certification,"Published on Jan 25, 2018",https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/b361567cc6ae6afe3dbc92759b4a60ed41b8ff52.png,18,0.47g of CO2,56.08kg of CO2,1
